id,name,RA,DEC,type,const,mag,catalogue,cid
7645,,12.6511,13.3634,Gxy,Com,14.2,IC,3611
7646,,12.6513,14.7303,Gxy,Com,14.94,IC,3612
7647,,12.6517,13.7333,,Com,,IC,3613
7648,,12.6533,14.7333,?,Com,,IC,3616
7649,,12.6547,26.6777,Gxy,Com,15.63,IC,3618
7650,,12.6534,6.01194,Gxy,Vir,13,NGC,4591
7651,,12.6552,-0.531667,Gxy,Vir,11.7,NGC,4592
7652,,12.655,24.1333,,Com,,IC,3619
7653,,12.655,27.9086,Gxy,Com,15.68,IC,3620
7654,,12.6568,7.96444,Gxy,Vir,14.47,IC,3617
7655,,12.6577,27.1023,Gxy,Com,15.23,IC,3623
7656,,12.6578,-26.7428,GC,Hya,7.3,M,68
7657,,12.6578,-26.7428,GC,Hya,7.3,NGC,4590
7658,,12.6583,15.4833,,Com,,IC,3621
7659,,12.6583,15.4167,,Com,,IC,3622
7660,,12.6583,25.6833,Gxy,Com,16,IC,3626
7661,,12.6583,27.5,,Com,,IC,3627
7662,,12.66,16.6,Gxy,Com,15,IC,803
7663,,12.66,11.9833,,Vir,,IC,3624
7664,,12.6609,-5.34417,Gxy,Vir,11.1,NGC,4593
7665,,12.6592,10.9677,Gxy,Vir,15.41,IC,3625
7666,,12.6617,26.25,,Com,,IC,3628
7667,,12.663,13.5334,Gxy,Com,15.26,IC,3629
7668,,12.6633,25.4333,,Com,,IC,3630
7669,,12.6633,12.9739,Gxy,Vir,14.2,IC,3631
7670,,12.6644,15.2975,Gxy,Com,12.3,NGC,4595
7671,,12.6655,10.1758,Gxy,Vir,10.7,NGC,4596
7672,Sombrero galaxy,12.6665,-11.6231,Gxy,Vir,7.9,M,104
7673,Sombrero galaxy,12.6665,-11.6231,Gxy,Vir,7.9,NGC,4594
7674,,12.6667,61.6078,Gxy,UMa,10.4,NGC,4605
7675,,12.6667,26.6833,,Com,,IC,3632
7676,,12.6702,-5.8,Gxy,Vir,12.2,NGC,4597
7677,,12.6698,9.89611,Gxy,Vir,15.18,IC,3633
7678,,12.67,9.83333,,Vir,,IC,3634
7679,,12.6704,12.8749,Gxy,Vir,15.24,IC,3635
7680,,12.67,22.0667,,Com,,IC,3636
7681,,12.6699,8.383609999999999,Gxy,Vir,12.8,NGC,4598
7682,,12.6721,14.7148,Gxy,Com,15.03,IC,3637
7683,,12.6713,10.5184,Gxy,Vir,14.42,IC,3638
7684,,12.6731,3.1175,Gxy,Vir,12.8,NGC,4600
7685,,12.6733,26.5167,,Com,,IC,3640
7686,,12.6733,26.5167,,Com,,IC,3641
7687,,12.6733,26.7333,,Com,,IC,3642
7688,,12.6742,1.19639,Gxy,Vir,12.8,NGC,4599
7689,,12.6767,26.5051,Gxy,Com,16.05,IC,3645
7690,,12.6774,26.526,Gxy,Com,15.63,IC,3646
7691,,12.6769,-5.13194,Gxy,Vir,11.7,NGC,4602
7692,,12.6767,26.5,,Com,,IC,3644
7693,,12.6792,-5.30361,Gxy,Vir,13.8,NGC,4604
7694,,12.6783,12.4,,Vir,,IC,3643
7695,,12.6783,26.5,Gxy,Com,15,IC,3650
7696,,12.6797,-40.8928,Gxy,Cen,13.6,NGC,4601
7697,,12.68,21.1,,Com,,IC,3649
7698,,12.6814,26.7281,Gxy,Com,14.51,IC,3651
7699,,12.682,-40.9758,Gxy,Cen,11.8,NGC,4603
7700,,12.6813,-36.7556,Gxy,Cen,13.05,IC,3639
7701,,12.6814,10.4761,Gxy,Vir,14.61,IC,3647
7702,,12.6817,12.9833,?,Vir,,IC,3648
7703,,12.6826,11.9117,Gxy,Vir,11.8,NGC,4606
7704,,12.6829,11.1845,Gxy,Vir,14.47,IC,3652
7705,,12.6849,50.3931,Gxy,CVn,13.4,NGC,4617
7706,,12.6868,11.8853,Gxy,Vir,13.3,NGC,4607
7707,,12.687,10.1553,Gxy,Vir,11.1,NGC,4608
7708,,12.6877,11.3872,Gxy,Vir,13.93,IC,3653
7709,,12.6867,22.5833,,Com,,IC,3654
7710,,12.6867,20.6667,,Com,,IC,3655
7711,,12.6867,22.6,,Com,,IC,3656
7712,,12.6883,-5.01667,Gxy,Vir,,IC,804
7713,,12.6883,13.7333,,Com,,IC,805
7714,,12.6883,21.6833,,Com,,IC,3657
7715,,12.689,14.7007,Gxy,Com,14.95,IC,3658
7716,,12.4939,7.82361,Gxy,Vir,12.2,NGC,4610
7717,,12.6914,26.0883,Gxy,Com,15.2,NGC,4613
7718,,12.6921,26.0425,Gxy,Com,13.5,NGC,4614
7719,,12.6904,13.7289,Gxy,Com,14.3,NGC,4611
7720,,12.6924,7.31444,Gxy,Vir,11.7,NGC,4612
7721,,12.6937,26.0725,Gxy,Com,13.3,NGC,4615
7722,,12.6924,41.1506,Gxy,CVn,10.9,NGC,4618
7723,,12.691,22.9307,Gxy,Com,16.58,IC,3659
7724,,12.6917,41.15,,CVn,,IC,3667
7725,,12.6917,41.1333,,CVn,,IC,3668
7726,,12.6933,21.1,,Com,,IC,3660
7727,,12.6933,22.5,,Com,,IC,3661
7728,,12.6934,23.4251,Gxy,Com,15.36,IC,3662
7729,,12.6933,41.1333,,CVn,,IC,3669
7730,,12.6956,35.0625,Gxy,CVn,12.9,NGC,4619
7731,,12.695,12.2333,,Vir,,IC,3663
7732,,12.695,19.95,,Com,,IC,3664
7733,,12.6956,74.4211,Gxy,Dra,11.6,NGC,4648
7734,,12.6964,11.4879,Gxy,Vir,15.01,IC,3665
7735,,12.6976,23.5106,Gxy,Com,15.61,IC,3671
7736,,12.698,41.2739,Gxy,CVn,12.5,NGC,4625
7737,,12.6983,19.95,OC,Com,,IC,808
7738,,12.6983,7.85,,Vir,,IC,3666
7739,,12.6983,11.75,,Vir,,IC,3670
7740,,12.6983,41.2833,Gxy,CVn,13,IC,3675
7741,,12.6998,12.9428,Gxy,Vir,12.3,NGC,4620
7742,,12.7007,11.6467,Gxy,Vir,9.800000000000001,M,59
7743,,12.7007,11.6467,Gxy,Vir,9.800000000000001,NGC,4621
7744,,12.6999,32.5739,Gxy,CVn,12,NGC,4627
7745,,12.7,39.1,,CVn,,IC,3680
7746,,12.7,39.0833,,CVn,,IC,3681
7747,,12.7022,32.5406,Gxy,CVn,9.1,NGC,4631
7748,,12.7022,32.5406,Gxy,CVn,9.1,C,32
7749,,12.7024,11.7543,Gxy,Vir,14.21,IC,809
7750,,12.7025,12.5969,Gxy,Vir,14.25,IC,810
7751,,12.7017,11.75,Gxy,Vir,,IC,3672
7752,,12.7017,21.1333,,Com,,IC,3673
7753,,12.7017,22.5167,,Com,,IC,3674
7754,,12.7042,38.5026,Gxy,CVn,13.73,IC,3687
7755,,12.703,7.67694,Gxy,Vir,12.4,NGC,4623
7756,,12.7023,-17.3492,Gxy,Crv,15.31,IC,806
7757,,12.7033,13.55,*,Com,,IC,3676
7758,,12.7033,20.8833,,Com,,IC,3677
7759,,12.7033,20.8833,,Com,,IC,3678
7760,,12.7033,22.8167,,Com,,IC,3679
7761,,12.7055,-62.9939,OC,Cru,6.9,NGC,4609
7762,,12.7055,-62.9939,OC,Cru,6.9,C,98
7763,,12.7046,-40.6417,Gxy,Cen,13.2,NGC,4616
7764,,12.7517,3.0575,Gxy,Vir,10.3,NGC,4624
7765,,12.7035,-17.4036,Gxy,Crv,14.61,IC,807
7766,,12.705,20.8667,,Com,,IC,3682
7767,,12.705,20.8667,,Com,,IC,3683
7768,,12.7071,-7.04417,Gxy,Vir,13.4,NGC,4626
7769,,12.707,-6.97139,Gxy,Vir,13.5,NGC,4628
7770,,12.7067,11.7167,,Vir,,IC,3684
7771,,12.7086,3.95833,Gxy,Vir,12.8,NGC,4630
7772,,12.7091,-0.07972219999999999,Gxy,Vir,11.9,NGC,4632
7773,,12.7083,6.86667,,Vir,,IC,3685
7774,,12.7104,-40.7456,Gxy,Cen,12.6,NGC,4622
7775,,12.7091,-1.35111,Gxy,Vir,13.4,NGC,4629
7776,,12.7103,14.3556,Gxy,Com,13.4,NGC,4633
7777,,12.7108,19.9442,Gxy,Com,12.7,NGC,4635
7778,,12.71,10.5653,Gxy,Vir,15.14,IC,3686
7779,,12.71,14.3667,,Com,,IC,3688
7780,,12.71,20.85,,Com,,IC,3689
7781,,12.7114,14.2958,Gxy,Com,13,NGC,4634
7782,,12.7118,55.1453,Gxy,UMa,13.8,NGC,4644
7783,,12.7139,2.68778,Gxy,Vir,9.699999999999999,NGC,4636
7784,,12.7132,11.4422,Gxy,Vir,11.2,NGC,4638
7785,,12.7137,10.3573,Gxy,Vir,15.06,IC,3690
7786,,12.7133,22.7833,,Com,,IC,3691
7787,,12.715,11.4378,Gxy,Vir,13.8,NGC,4637
7788,,12.7145,13.2569,Gxy,Vir,11.5,NGC,4639
7789,,12.7145,54.8558,Gxy,UMa,13.4,NGC,4646
7790,,12.715,20.9896,Gxy,Com,14.91,IC,3692
7791,,12.7167,10.6667,,Vir,,IC,3693
7792,,12.7167,39.8333,Gxy,CVn,17,IC,3697
7793,,12.7161,12.2867,Gxy,Vir,13.4,NGC,4640
7794,,12.7187,11.2119,Gxy,Vir,14.95,IC,3694
7795,,12.7183,22.75,,Com,,IC,3695
7796,,12.7188,12.0506,Gxy,Vir,13.3,NGC,4641
7797,,12.72,19.9333,,Com,,IC,3696
7798,,12.7216,-0.644444,Gxy,Vir,13.2,NGC,4642
7799,,12.7222,1.97833,Gxy,Vir,10.8,NGC,4643
7800,,12.7221,58.9647,Gxy,UMa,14.8,NGC,4652
7801,,12.7215,11.2116,Gxy,Vir,15.06,IC,3698
7802,,12.7217,19,,Com,,IC,3699
7803,,12.7217,19.2667,,Com,,IC,3700
7804,,12.7233,37.9833,,CVn,,IC,3703
7805,,12.7256,11.5819,Gxy,Vir,11.6,NGC,4647
7806,,12.725,11.0333,,Vir,,IC,3701
7807,,12.7245,10.8738,Gxy,Vir,15.08,IC,3702
7808,,12.725,37.9833,,CVn,,IC,3707
7809,,12.7268,41.0183,Gxy,CVn,14.4,NGC,4655
7810,,12.7277,11.5519,Gxy,Vir,8.800000000000001,M,60
7811,,12.7277,11.5519,Gxy,Vir,8.800000000000001,NGC,4649
7812,,12.7285,16.3931,Gxy,Com,10.8,NGC,4651
7813,,12.7293,10.77,Gxy,Vir,14.73,IC,3704
7814,,12.7283,19.3333,,Com,,IC,3705
7815,,12.73,9.23333,*,Vir,,IC,3706
7816,,12.7308,-0.561111,Gxy,Vir,12.2,NGC,4653
7817,,12.7317,13.1333,,Vir,,IC,3708
7818,,12.7324,13.1256,Gxy,Vir,10.7,NGC,4654
7819,,12.7329,32.1703,Gxy,CVn,10.2,NGC,4656
7820,,12.7345,9.06339,Gxy,Vir,14.95,IC,3709
7821,,12.735,12.1333,Gxy,Vir,,IC,3710
7822,,12.7342,41.1689,Gxy,CVn,15.2,IC,3713
7823,,12.7361,-41.7481,Gxy,Cen,11.9,NGC,4645
7824,,12.7356,32.2089,Gxy,CVn,12.4,NGC,4657
7825,,12.7367,11.1667,,Vir,,IC,3711
7826,,12.7388,-40.7319,Gxy,Cen,12,NGC,4650
7827,,12.7383,10.3667,?,Vir,,IC,3712
7828,,12.7397,10.1888,Gxy,Vir,15.24,IC,3714
7829,,12.74,19.85,,Com,,IC,3715
7830,,12.74,39.5,Gxy,CVn,16,IC,3717
7831,,12.7415,13.4983,Gxy,Com,12.3,NGC,4659
7832,,12.7422,11.1906,Gxy,Vir,11,NGC,4660
7833,,12.7406,37.1211,Gxy,CVn,13.2,NGC,4662
7834,,12.7418,40.7369,Gxy,CVn,15.75,IC,3723
7835,,12.7438,-10.0839,Gxy,Vir,12.1,NGC,4658
7836,,12.7452,40.6789,Gxy,CVn,15.36,IC,3726
7837,,12.7464,-10.1978,Gxy,Vir,13.5,NGC,4663
7838,,12.7463,54.8756,Gxy,UMa,13.7,NGC,4669
7839,,12.7467,-10.2,,Vir,,IC,811
7840,,12.7465,8.107010000000001,Gxy,Vir,15.5,IC,3716
7841,,12.746,12.3515,Gxy,Vir,14,IC,3718
7842,,12.7467,8.1,,Vir,,IC,3719
7843,,12.7465,12.0645,Gxy,Vir,15,IC,3720
7844,,12.7481,18.7552,Gxy,Com,14.38,IC,3721
7845,,12.7483,-4.43333,,Vir,,IC,812
7846,,12.7483,11.7833,*,Vir,,IC,3722
7847,,12.7483,10.2824,Gxy,Vir,15.28,IC,3724
7848,,12.7483,18.75,,Com,,IC,3725
7849,,12.7483,39.3333,Gxy,CVn,16,IC,3729
7850,,12.7517,3.0575,Gxy,Vir,10.3,NGC,4664
7851,,12.7517,3.0575,Gxy,Vir,10.7,NGC,4665
7852,,12.7522,-0.462222,Gxy,Vir,11.2,NGC,4666
7853,,12.7516,10.9011,Gxy,Vir,14.54,IC,3727
7854,,12.7517,20.9667,,Com,,IC,3728
7855,,12.7518,21.1694,Gxy,Com,15.08,IC,3730
7856,,12.7541,-40.8247,Gxy,Cen,13.6,NGC,4661
7857,,12.7533,23.0362,Gxy,Com,14.4,IC,813
7858,,12.7533,12.4167,,Vir,,IC,3731
7859,,12.7533,10.3,,Vir,,IC,3732
7860,,12.7533,23.0333,,Com,,IC,3734
7861,,12.7132,11.4422,Gxy,Vir,11.1,NGC,4667
7862,,12.7547,27.125,Gxy,Com,12.1,NGC,4670
7863,,12.755,6.96667,,Vir,,IC,3733
7864,,12.7557,13.6929,Gxy,Com,14.66,IC,3735
7865,,12.755,21.5167,Gxy,Com,16,IC,3736
7866,,12.755,21.9667,,Com,,IC,3737
7867,,12.7567,19.2333,,Com,,IC,3738
7868,,12.7588,-0.535833,Gxy,Vir,13,NGC,4668
7869,,12.7583,13,?,Vir,,IC,3739
7870,,12.7585,20.816,Gxy,Com,15.96,IC,3740
7871,,12.7588,13.3317,Gxy,Com,14.05,IC,3742
7872,,12.7596,27.0606,Gxy,Com,13,NGC,4673
7873,,12.7589,54.7372,Gxy,UMa,14.6,NGC,4675
7874,,12.76,-8.1,,Vir,,IC,814
7875,,12.76,19.2,,Com,,IC,3741
7876,,12.7625,19.1772,Gxy,Com,14.95,IC,3745
7877,,12.76,37.8167,Gxy,CVn,16,IC,3746
7878,,12.76,37.9667,,CVn,,IC,3747
7879,,12.76,37.8167,Gxy,CVn,16,IC,3751
7880,,12.7617,11.1,*,Vir,,IC,3743
7881,,12.7617,19.5,,Com,,IC,3744
7882,,12.7632,-7.06917,Gxy,Vir,13,NGC,4671
7883,,12.7633,19.4333,,Com,,IC,3748
7884,,12.765,19.5333,,Com,,IC,3749
7885,,12.7666,40.7747,Gxy,CVn,15.35,IC,3758
7886,,12.7667,19.1,,Com,,IC,3750
7887,,12.7667,38.5167,,CVn,,IC,3757
7888,,12.7676,-8.65583,Gxy,Vir,13.2,NGC,4674
7889,The Mice,12.7696,30.7264,Gxy,Com,13.5,NGC,4676
7890,,12.7683,19.0167,,Com,,IC,3752
7891,,12.7683,19.1167,,Com,,IC,3753
7892,,12.7683,19.15,,Com,,IC,3755
7893,,12.771,8.34787,Gxy,Vir,14.52,IC,3754
7894,,12.771,-41.7061,Gxy,Cen,13.4,NGC,4672
7895,,12.7717,11.8833,Gxy,Vir,15,IC,3756
7896,,12.7717,20.7833,,Com,,IC,3759
7897,,12.773,11.8765,Gxy,Vir,15.47,IC,815
7898,,12.7733,11.8667,,Vir,,IC,3760
7899,,12.775,20.2833,,Com,,IC,3761
7900,,12.779,29.7352,Gxy,Com,15.18,IC,818
7901,,12.7767,22.25,,Com,,IC,3762
7902,,12.7767,38.5667,,CVn,,IC,3765
7903,,12.8284,-4.57972,Gxy,Vir,14.3,NGC,4678
7904,,12.7777,54.5339,Gxy,UMa,13,NGC,4686
7905,,12.7795,9.85031,Gxy,Vir,14.86,IC,816
7906,,12.7783,40.6,,CVn,,IC,3768
7907,,12.78,21.9833,,Com,,IC,3763
7908,,12.78,40.4667,,CVn,,IC,3769
7909,,12.7819,-11.6361,Gxy,Vir,12.8,NGC,4680
7910,,12.7824,9.85712,Gxy,Vir,14.91,IC,817
7911,,12.7817,19.1167,,Com,,IC,3766
7912,,12.7817,39.1667,,CVn,,IC,3771
7913,,12.7836,36.2883,Gxy,CVn,15.66,IC,3774
7914,,12.7825,-41.5831,Gxy,Cen,12.8,NGC,4677
7915,,12.7833,9.85,,Vir,,IC,3764
7916,,12.7833,10.1667,,Vir,,IC,3767
7917,,12.7839,40.5964,Gxy,CVn,15.47,IC,3778
7918,,12.7865,19.4642,Gxy,Com,12.7,NGC,4685
7919,,12.7859,71.17610000000001,Gxy,Dra,13.5,NGC,4693
7920,,12.7822,36.5309,Gxy,CVn,15.6,IC,3772
7921,,12.785,40.2333,,CVn,,IC,3780
7922,,12.7867,30.7333,,Com,,IC,819
7923,,12.7867,30.7167,,Com,,IC,820
7924,,12.7876,10.2036,Gxy,Vir,13.93,IC,3773
7925,,12.7867,22.4833,,Com,,IC,3776
7926,,12.7876,-10.0631,Gxy,Vir,12.4,NGC,4682
7927,,12.7882,-2.72694,Gxy,Vir,11.5,NGC,4684
7928,,12.7883,9.199999999999999,,Vir,,IC,3770
7929,,12.7883,11.7333,,Vir,,IC,3775
7930,,12.789,12.1665,Gxy,Vir,15.26,IC,3779
7931,,12.7883,40.3833,,CVn,,IC,3782
7932,,12.7899,35.3517,Gxy,CVn,13.3,NGC,4687
7933,,12.7906,29.7878,Gxy,Com,14.52,IC,821
7934,,12.79,9.15,,Vir,,IC,3777
7935,,12.79,22.5667,,Com,,IC,3781
7936,,12.7911,40.5665,Gxy,CVn,15.57,IC,3783
7937,,12.7917,-39.5708,Gxy,Cen,12.7,NGC,4679
7938,,12.7913,-43.335,Gxy,Cen,12.8,NGC,4681
7939,,12.7922,54.3744,Gxy,UMa,13.5,NGC,4695
7940,,12.7917,54.45,,UMa,,IC,3791
7941,,12.7933,39.05,,CVn,,IC,3786
7942,,12.795,-41.5292,Gxy,Cen,13.1,NGC,4683
7943,,12.795,40.6167,,CVn,,IC,3787
7944,,12.7963,4.33556,Gxy,Vir,12.1,NGC,4688
7945,,12.796,13.7622,Gxy,Com,11,NGC,4689
7946,,12.796,30.077,Gxy,Com,15.57,IC,822
7947,,12.7967,27.2,?,Com,,IC,823
7948,,12.7987,-1.65639,Gxy,Vir,13,NGC,4690
7949,,12.7987,27.2222,Gxy,Com,12.8,NGC,4692
7950,,12.7974,19.3841,Gxy,Com,16.8,IC,3784
7951,,12.7983,19.2833,,Com,,IC,3785
7952,,12.8017,18.8667,Gxy,Com,17,IC,3788
7953,,12.8017,20.2,,Com,,IC,3789
7954,,12.8014,40.7197,Gxy,CVn,15.73,IC,3795
7955,,12.8036,-3.33361,Gxy,Vir,10.9,NGC,4691
7956,,12.8042,10.9836,Gxy,Vir,11.2,NGC,4694
7957,,12.8033,11.1167,*,Vir,,IC,3790
7958,,12.8033,19.15,,Com,,IC,3793
7959,,12.805,11.0833,?,Vir,,IC,3792
7960,,12.8064,8.487780000000001,Gxy,Vir,10.9,NGC,4698
7961,,12.8064,51.1653,Gxy,CVn,14.1,NGC,4707
7962,,12.8067,19.1667,,Com,,IC,3794
7963,,12.8083,20.0333,,Com,,IC,3796
7964,,12.8083,36.5833,,CVn,,IC,3800
7965,,12.8099,-5.80083,Gxy,Vir,9.199999999999999,NGC,4697
7966,,12.8099,-5.80083,Gxy,Vir,9.199999999999999,C,52
7967,,12.81,11.6,?,Vir,,IC,3797
7968,,12.8117,9.23333,,Vir,,IC,3798
7969,,12.8117,38.25,,CVn,,IC,3802
7970,,12.8117,38.25,,CVn,,IC,3805
7971,,12.8136,-41.3114,Gxy,Cen,10.5,NGC,4696
7972,,12.8129,41.9208,Gxy,CVn,14,NGC,4704
7973,,12.8133,35.3333,Gxy,CVn,,IC,3804
7974,,12.8127,35.3325,Gxy,CVn,13.6,NGC,4711
7975,,12.8154,14.9079,Gxy,Com,14.46,IC,3806
7976,,12.8173,-8.664440000000001,Gxy,Vir,10.2,NGC,4699
7977,,12.7987,27.2222,Gxy,Com,15.7,NGC,4702
7978,,12.8166,-14.3992,Gxy,Crv,14.3,IC,3799
7979,,12.8167,10.95,?,Vir,,IC,3801
7980,,12.8163,40.5959,Gxy,CVn,15.42,IC,3808
7981,,12.8188,-11.4108,Gxy,Vir,12.1,NGC,4700
7982,,12.8183,10.6333,,Vir,,IC,3803
7983,,12.8183,36.4833,,CVn,,IC,3809
7984,,12.8183,40.65,,CVn,,IC,3810
7985,,12.8199,3.38861,Gxy,Vir,11.9,NGC,4701
7986,,12.8219,-9.109439999999999,Gxy,Vir,13.7,NGC,4703
7987,,12.8236,-5.19611,Gxy,Vir,12.8,NGC,4705
7988,,12.8233,21.4667,,Com,,IC,3811
7989,,12.825,-4.4,,Vir,,IC,3807
7990,,12.825,20.05,,Com,,IC,3814
7991,,12.8274,15.165,Gxy,Com,10.9,NGC,4710
7992,,12.8261,25.4697,Gxy,Com,12.5,NGC,4712
7993,,12.8267,19.2667,,Com,,IC,3815
7994,,12.8246,37.2303,Gxy,CVn,15.81,IC,3816
7995,,12.8282,-11.0931,Gxy,Vir,13.8,NGC,4708
7996,,12.8283,-4.56667,Gxy,Vir,15,IC,824
7997,,12.8283,22.8333,,Com,,IC,3817
7998,,12.8283,37.1167,,CVn,,IC,3820
7999,,12.8283,40.8833,,CVn,,IC,3823
8000,,12.8328,27.8222,Gxy,Com,13.2,NGC,4715
8001,,12.83,21.75,,Com,,IC,3818
8002,,12.8317,-41.2806,Gxy,Cen,13.1,NGC,4706
8003,,12.8316,-6.7174,Gxy,Vir,14.85,IC,3812
8004,,12.8327,5.31056,Gxy,Vir,11.6,NGC,4713
8005,,12.834,-25.9205,Gxy,Hya,13.79,IC,3813
8006,,12.8333,20.9667,,Com,,IC,3821
8007,,12.8344,-41.3822,Gxy,Cen,11.6,NGC,4709
8008,,12.8357,33.1594,Gxy,CVn,13.4,NGC,4719
8009,,12.8353,52.85,Gxy,UMa,14,NGC,4732
8010,,12.8353,72.8742,Gxy,Dra,11.4,NGC,4750
8011,,12.8388,27.3239,Gxy,Com,14.5,NGC,4721
8012,,12.8387,-13.3258,Gxy,Crv,12.7,NGC,4714
8013,,12.8383,-5.38333,,Vir,,IC,825
8014,,12.8383,-14.3833,,Crv,,IC,3819
8015,,12.8407,25.5003,Gxy,Com,9.199999999999999,NGC,4725
8016,,12.8397,-14.3218,Gxy,Crv,15.2,IC,3822
8017,,12.84,37.95,**,CVn,,IC,3828
8018,,12.8425,-9.45111,Gxy,Vir,13.3,NGC,4716
8019,,12.8424,-5.28194,Gxy,Vir,13.4,NGC,4718
8020,,12.8411,27.435,Gxy,Com,13.6,NGC,4728
8021,,12.8417,-14.4333,,Crv,,IC,3824
8022,,12.8429,-9.46306,Gxy,Vir,14.2,NGC,4717
8023,,12.8433,-14.5,,Crv,,IC,3825
8024,,12.8452,-4.15611,Gxy,Vir,13.3,NGC,4720
8025,,12.8444,-9.030889999999999,Gxy,Vir,14.24,IC,3826
8026,,12.8478,-14.4919,Gxy,Crv,14.05,IC,3827
8027,,12.847,39.8105,Gxy,CVn,16.57,IC,3832
8028,,12.8482,-14.3322,Gxy,Crv,12.7,NGC,4724
8029,,12.8481,41.12,Gxy,CVn,8,M,94
8030,,12.8481,41.12,Gxy,CVn,8,NGC,4736
8031,,12.848,34.1567,Gxy,CVn,14.3,NGC,4737
8032,,12.8498,47.6714,Gxy,CVn,13.9,NGC,4741
8033,,12.8483,19.8333,,Com,,IC,3830
8034,,12.8483,40.2,,CVn,,IC,3835
8035,,12.8492,-14.3331,Gxy,Crv,11.9,NGC,4727
8036,,12.8503,-6.39278,Gxy,Vir,11,NGC,4731
8037,,12.8505,28.9278,Gxy,Com,14.6,NGC,4735
8038,,12.8508,-13.2378,Gxy,Crv,14.5,NGC,4723
8039,,12.8519,10.9119,Gxy,Vir,12.3,NGC,4733
8040,,12.8524,28.7878,Gxy,Com,14.2,NGC,4738
8041,,12.8517,40.1833,,CVn,,IC,3836
8042,,12.8536,4.85861,Gxy,Vir,13.7,NGC,4734
8043,,12.8534,71.6356,Gxy,Dra,13.7,NGC,4749
8044,,12.8546,53.6963,Gxy,UMa,14.09,IC,830
8045,,12.8573,27.4211,Gxy,Com,15.1,NGC,4745
8046,,12.8555,31.0597,Gxy,Com,14.93,IC,826
8047,,12.8552,-14.5736,Gxy,Crv,14.07,IC,3831
8048,,12.859,-13.3303,Gxy,Crv,12.8,NGC,4722
8049,,12.8461,-14.2681,Gxy,Crv,14.8,NGC,4726
8050,,12.8492,-14.3331,Gxy,Crv,11.9,NGC,4740
8051,,12.8583,-13.3167,Gxy,Crv,13,IC,3833
8052,,12.8583,-14.2167,Gxy,Crv,14,IC,3834
8053,,12.8583,19.7167,,Com,,IC,3837
8054,,12.8603,-8.41056,Gxy,Vir,12.5,NGC,4739
8055,,12.86,40.3667,,CVn,,IC,3842
8056,,12.8617,39,,CVn,,IC,3843
8057,,12.8629,-41.1317,Gxy,Cen,12.6,NGC,4729
8058,,12.8633,-10.4553,Gxy,Vir,11,NGC,4742
8059,,12.8626,25.775,Gxy,Com,12.3,NGC,4747
8060,,12.8633,20.4167,,Com,,IC,3839
8061,,12.8633,21.7333,,Com,,IC,3840
8062,,12.8633,22.35,,Com,,IC,3841
8063,,12.8654,12.0828,Gxy,Vir,12.1,NGC,4746
8064,,12.8668,-41.1467,Gxy,Cen,13,NGC,4730
8065,,12.8653,16.2828,Gxy,Com,14.92,IC,827
8066,,12.8667,-14.4667,,Crv,,IC,3838
8067,,12.8685,39.8183,Gxy,CVn,16.4,IC,3844
8068,,12.8702,-13.4136,Gxy,Crv,13.7,NGC,4748
8069,,12.859,-27.783,Gxy,Hya,13.88,IC,3829
8070,,12.87,38.6167,,CVn,,IC,3845
8071,,12.871,-41.39,Gxy,Cen,13.1,NGC,4743
8072,,12.8581,13.7819,Gxy,Com,14.5,NGC,4752
8073,,12.8715,11.3136,Gxy,Vir,10.3,NGC,4754
8074,,12.8717,-8.133330000000001,,Vir,,IC,828
8075,,12.8721,-41.06,Gxy,Cen,12.7,NGC,4744
8076,,12.8728,-1.20444,Gxy,Vir,10.5,NGC,4753
8077,,12.8758,-15.5167,Gxy,Crv,14.77,IC,829
8078,,12.8767,22.0667,,Com,,IC,3847
8079,,12.8767,40.7667,,CVn,,IC,3849
8080,,12.8789,15.8481,Gxy,Com,13.4,NGC,4758
8081,,12.8789,26.4704,Gxy,Com,15.26,IC,831
8082,,12.8783,13.65,,Com,,IC,3846
8083,,12.8783,21.4167,,Com,,IC,3848
8084,,12.8776,40.1032,Gxy,CVn,15.7,IC,3850
8085,,12.8806,-10.3103,Gxy,Vir,14.1,NGC,4757
8086,,12.8809,-42.6597,Gxy,Cen,12.1,NGC,4751
8087,,12.8813,-15.4133,Gxy,Crv,12.2,NGC,4756
8088,,12.8822,11.2311,Gxy,Vir,10,NGC,4762
8089,,12.8848,-9.20167,Gxy,Vir,13,NGC,4759
8090,,12.8854,-10.4947,Gxy,Vir,11.5,NGC,4760
8091,,12.886,-9.19778,Gxy,Vir,13.9,NGC,4761
8092,,12.8856,-10.3783,Gxy,Vir,14.4,NGC,4766
8093,,12.885,21.9167,,Com,,IC,3851
8094,,12.885,35.7833,Gxy,CVn,16,IC,3852
8095,,12.8852,-9.25778,Gxy,Vir,15.1,NGC,4764
8096,,12.8874,4.46306,Gxy,Vir,12.3,NGC,4765
8097,,12.8852,36.8183,Gxy,CVn,14.3,NGC,4774
8098,,12.8867,38.8333,,CVn,,IC,3853
8099,,12.8867,40.85,,CVn,,IC,3854
8100,,12.8881,-9.53167,*,Vir,,NGC,4768
8101,,12.8883,-9.536110000000001,**,Vir,,NGC,4769
8102,,12.8909,-17.0056,Gxy,Crv,12.6,NGC,4763
8103,,12.8892,1.26944,Gxy,Vir,12.3,NGC,4771
8104,,12.89,36.7833,,CVn,,IC,3855
